,Gender,Age,Height,Weight,family_history_with_overweight,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,predict_Obe
103,0,18.826782,1.746416,133.747012,yes,1,3,Sometimes,no,2.858389,no,1.444382,0.713823,Obesity_Type_III
104,0,18.94093,1.746411,133.676663,yes,1,3,Sometimes,no,2.864933,no,1.501647,0.786846,Obesity_Type_III
105,0,25.921678,1.611452,102.363149,yes,1,3,Sometimes,no,1.031701,no,0.03465,0.912345,Obesity_Type_III
106,0,25.940153,1.596813,102.320437,yes,1,3,Sometimes,no,1.000536,no,0.005939,0.566353,Obesity_Type_III
107,0,25.999636,1.610126,102.686908,yes,1,3,Sometimes,no,1.020313,no,0.108386,1.0,Obesity_Type_III
108,0,25.907833,1.623113,102.555691,yes,1,3,Sometimes,no,1.063422,no,0.051097,0.543118,Obesity_Type_III
109,0,25.991194,1.618348,104.94582,yes,1,3,Sometimes,no,2.45126,no,0.043689,0.670402,Obesity_Type_III
110,0,25.993154,1.609401,104.854928,yes,1,3,Sometimes,no,2.613504,no,0.067985,0.778632,Obesity_Type_III
111,0,25.988668,1.621671,105.313967,yes,1,3,Sometimes,no,1.042989,no,0.097114,0.42954,Obesity_Type_III
112,0,25.976209,1.614484,104.999403,yes,1,3,Sometimes,no,1.237557,no,0.083675,0.543761,Obesity_Type_III
113,0,18.743587,1.789143,138.202869,yes,1,3,Sometimes,no,2.83377,no,0.806422,0.672513,Obesity_Type_III
114,0,20.323767,1.774207,138.143162,yes,3,3,Sometimes,no,2.816052,no,1.571865,0.688058,Obesity_Type_III
115,0,21.394047,1.792933,137.832414,yes,3,3,Sometimes,no,2.682909,no,1.318743,0.900497,Obesity_Type_III
116,0,21.838323,1.758959,137.79299,yes,3,3,Sometimes,no,2.640539,no,1.879818,0.885993,Obesity_Type_III
117,0,18.20634,1.807406,141.799429,yes,3,3,Sometimes,no,2.472903,no,1.998047,0.840911,Obesity_Type_III
118,0,18.532826,1.75091,142.545183,yes,3,3,Sometimes,no,2.372058,no,1.324805,0.870795,Obesity_Type_III
119,0,20.438478,1.805803,153.149491,yes,3,3,Sometimes,no,2.387991,no,0.850715,0.656491,Obesity_Type_III
120,0,20.796266,1.796538,152.473675,yes,3,3,Sometimes,no,2.322003,no,0.886602,0.843283,Obesity_Type_III
121,0,26.0,1.634894,111.946321,yes,3,3,Sometimes,no,2.737353,no,0.0,0.076094,Obesity_Type_III
122,0,26.0,1.639524,111.945588,yes,3,3,Sometimes,no,2.739351,no,0.0,0.064769,Obesity_Type_III
123,0,26.0,1.643017,111.720238,yes,3,3,Sometimes,no,2.632498,no,0.0,0.140792,Obesity_Type_III
124,0,26.0,1.641849,111.682693,yes,3,3,Sometimes,no,2.632253,no,0.0,0.244205,Obesity_Type_III
125,0,26.0,1.621167,104.947703,yes,3,3,Sometimes,no,2.57721,no,0.0,0.402075,Obesity_Type_III
126,0,25.992898,1.638075,105.036522,yes,3,3,Sometimes,no,2.419153,no,0.019404,0.597626,Obesity_Type_III
127,0,26.0,1.60937,105.407313,yes,3,3,Sometimes,no,2.609052,no,0.0,0.54859,Obesity_Type_III
128,0,26.0,1.608283,105.359688,yes,3,3,Sometimes,no,2.476002,no,0.0,0.546345,Obesity_Type_III
129,0,25.951737,1.629442,104.835346,yes,3,3,Sometimes,no,2.225139,no,0.035928,0.565315,Obesity_Type_III
130,0,25.982261,1.629225,104.838425,yes,3,3,Sometimes,no,2.556068,no,0.01682,0.58284,Obesity_Type_III
131,0,25.470652,1.680218,104.807284,yes,3,3,Sometimes,no,1.423073,no,0.197993,0.763359,Obesity_Type_III
132,0,25.289428,1.686033,104.772164,yes,3,3,Sometimes,no,1.299194,no,0.234303,0.946888,Obesity_Type_III
133,0,25.696073,1.662978,110.930509,yes,3,3,Sometimes,no,1.679489,no,0.017804,0.21523,Obesity_Type_III
134,0,25.561868,1.675185,110.621723,yes,3,3,Sometimes,no,1.49583,no,0.109327,0.384129,Obesity_Type_III
135,0,25.834018,1.62456,110.10589,yes,3,3,Sometimes,no,1.81786,no,0.011161,0.447224,Obesity_Type_III
136,0,25.895546,1.626179,110.074019,yes,3,3,Sometimes,yes,1.967707,no,0.01437,0.434073,Obesity_Type_III
137,0,19.035557,1.682594,127.427458,yes,3,3,Sometimes,no,1.441289,no,1.425712,0.662277,Obesity_Type_III
138,0,18.634286,1.669354,126.088301,no,3,3,Sometimes,no,1.144539,no,0.922014,0.899673,Obesity_Type_III
139,0,20.700876,1.68838,121.889803,no,2,3,Sometimes,no,1.353167,no,1.093679,0.534553,Normal_Weight
140,0,20.741442,1.694439,122.813033,no,2,3,Sometimes,no,1.409444,no,0.933595,0.840393,Normal_Weight
141,0,21.695892,1.755476,133.870501,no,2,3,Sometimes,yes,1.959287,no,1.433151,0.911335,Obesity_Type_III
142,0,21.635977,1.748106,133.259033,no,2,3,Sometimes,yes,1.931163,no,1.562213,0.926565,Obesity_Type_III
143,0,21.232659,1.719913,131.567481,yes,2,3,Sometimes,yes,1.651462,no,1.655993,0.939982,Obesity_Type_III
144,0,21.008297,1.723587,131.929712,yes,2,3,Sometimes,yes,1.683448,no,1.645532,0.858059,Obesity_Type_III
145,0,25.962949,1.623812,109.996742,yes,2,3,Sometimes,yes,2.395387,no,0.000272,0.461532,Obesity_Type_III
146,0,26.0,1.624099,109.978402,yes,2,3,Sometimes,yes,2.523793,no,0.0,0.383953,Obesity_Type_III
147,0,26.0,1.632983,111.157811,yes,2,3,Sometimes,no,2.638896,no,0.0,0.224559,Obesity_Type_III
148,0,26.0,1.640745,110.919646,yes,2,3,Sometimes,no,2.666178,no,0.0,0.276907,Obesity_Type_III
149,0,26.0,1.629727,111.275646,yes,3,3,Sometimes,no,2.495851,no,0.0,0.218645,Obesity_Type_III
150,0,26.0,1.624134,111.531208,yes,3,3,Sometimes,no,2.609188,no,0.0,0.17403,Obesity_Type_III
151,0,25.964788,1.623938,109.984263,yes,3,3,Sometimes,no,2.471721,no,9.6e-05,0.433463,Obesity_Type_III
152,0,25.994949,1.593321,110.168166,yes,3,3,Sometimes,no,2.447306,no,0.000454,0.486558,Obesity_Type_III
153,0,20.952737,1.730333,132.116491,yes,3,3,Sometimes,no,1.674061,no,1.683497,0.780199,Obesity_Type_III
154,0,20.978166,1.721057,132.054793,yes,3,3,Sometimes,no,1.678791,no,1.68249,0.818871,Obesity_Type_III
155,0,21.67447,1.71978,132.262558,yes,3,3,Sometimes,no,1.777805,no,1.584716,0.927341,Obesity_Type_III
156,0,21.568951,1.699315,133.10761,yes,3,3,Sometimes,no,1.733306,no,1.773304,0.921136,Obesity_Type_III
157,0,23.647935,1.681394,114.479459,yes,3,3,Sometimes,no,2.435978,no,0.232742,0.692608,Obesity_Type_III
158,0,24.196367,1.697421,114.482386,yes,3,3,Sometimes,no,2.909675,no,0.360908,0.573887,Obesity_Type_III
159,0,24.284833,1.650726,113.774198,yes,3,3,Sometimes,no,2.75137,no,0.324913,0.516764,Obesity_Type_III
160,0,24.693108,1.667383,112.982549,yes,3,3,Sometimes,no,2.887909,no,0.312923,0.210997,Obesity_Type_III
161,0,18.862264,1.746277,128.705761,yes,3,3,Sometimes,no,2.411582,no,0.985287,0.675076,Obesity_Type_III
162,0,18.423482,1.735461,126.798173,yes,3,3,Sometimes,no,2.38639,no,1.544632,0.900067,Obesity_Type_III
163,0,20.394082,1.747714,128.148108,yes,3,3,Sometimes,no,2.232601,no,0.554323,0.836151,Obesity_Type_III
164,0,20.217015,1.71582,129.466541,yes,3,3,Sometimes,no,1.755907,no,1.48809,0.857718,Obesity_Type_III
165,0,21.330178,1.747987,147.296186,yes,3,3,Sometimes,no,2.336349,no,1.4164,0.711724,Obesity_Type_III
166,0,19.528936,1.817917,142.559161,yes,3,3,Sometimes,no,2.562002,no,1.976427,0.740331,Obesity_Type_III
167,0,19.364339,1.80835,150.51648,yes,3,3,Sometimes,no,2.305574,no,1.734424,0.863043,Obesity_Type_III
168,0,21.131526,1.739457,150.37757,yes,3,3,Sometimes,no,2.319912,no,1.582675,0.680746,Obesity_Type_III
169,0,19.012872,1.742062,133.779919,yes,3,3,Sometimes,no,2.70196,no,1.465909,0.813235,Obesity_Type_III
170,0,18.469086,1.741925,133.017105,yes,3,3,Sometimes,yes,2.474518,no,1.560261,0.662489,Obesity_Type_III
171,0,21.572114,1.751067,133.845064,yes,3,3,Sometimes,yes,2.748569,no,1.427037,0.902825,Obesity_Type_III
172,0,21.680123,1.749118,133.955091,yes,3,3,Sometimes,yes,2.827773,no,1.412357,0.901071,Obesity_Type_III
173,0,24.469756,1.663341,113.077187,yes,3,3,Sometimes,yes,2.632224,no,0.300964,0.26956,Obesity_Type_III
174,0,25.12791,1.668537,112.555456,yes,3,3,Sometimes,yes,2.868679,no,0.115369,0.028583,Obesity_Type_III
175,0,25.986368,1.668951,112.249699,yes,3,3,Sometimes,yes,2.930137,no,0.043101,0.138629,Obesity_Type_III
176,0,25.951979,1.661712,112.098616,yes,3,3,Sometimes,yes,2.961899,no,0.259424,0.080128,Obesity_Type_III
177,0,26.0,1.633442,111.821817,yes,3,3,Sometimes,yes,2.550672,no,0.0,0.224655,Obesity_Type_III
178,0,26.0,1.63302,111.863186,yes,3,3,Sometimes,yes,2.584305,no,0.0,0.232108,Obesity_Type_III
179,0,26.0,1.633887,111.878132,yes,3,3,Sometimes,no,2.621976,no,0.0,0.123861,Obesity_Type_III
180,0,26.0,1.643421,111.939983,yes,3,3,Sometimes,no,2.722276,no,0.0,0.091711,Obesity_Type_III
181,0,26.0,1.640535,111.555967,yes,3,3,Sometimes,no,2.634342,no,0.0,0.178301,Obesity_Type_III
182,0,26.0,1.626483,111.357062,yes,3,3,Sometimes,no,2.61939,no,0.0,0.171034,Obesity_Type_III
183,0,26.0,1.64599,111.922491,yes,3,3,Sometimes,no,2.78678,no,0.0,0.09776,Obesity_Type_III
184,0,26.0,1.643892,111.884535,yes,3,3,Sometimes,no,2.768141,no,0.0,0.094213,Obesity_Type_III
185,0,25.97731,1.617817,104.950776,yes,3,3,Sometimes,no,1.71659,no,0.001272,0.545993,Obesity_Type_III
186,0,25.955014,1.626449,104.879602,yes,3,3,Sometimes,no,2.094901,no,0.07089,0.599441,Obesity_Type_III
187,0,25.996716,1.62658,105.037203,yes,3,3,Sometimes,no,2.347322,no,0.008013,0.503896,Obesity_Type_III
188,0,25.992348,1.606474,104.954291,yes,3,3,Sometimes,no,2.331123,no,0.063383,0.561661,Obesity_Type_III
189,0,25.974446,1.628855,108.090006,yes,3,3,Sometimes,no,1.757105,no,0.085119,0.465444,Obesity_Type_III
190,0,25.777565,1.628205,107.378702,yes,3,3,Sometimes,no,2.506631,no,0.025787,0.484165,Obesity_Type_III
191,0,25.722004,1.62847,107.218949,yes,3,3,Sometimes,no,2.48707,no,0.067329,0.455823,Obesity_Type_III
192,0,25.765628,1.627839,108.10736,yes,3,3,Sometimes,no,2.320068,no,0.045246,0.413106,Obesity_Type_III
193,0,21.016849,1.724268,133.033523,yes,3,3,Sometimes,no,1.650612,no,1.537639,0.912457,Obesity_Type_III
194,0,21.682367,1.732383,133.043941,yes,3,3,Sometimes,yes,1.610768,no,1.510398,0.931455,Obesity_Type_III
195,0,21.285965,1.72692,131.335786,yes,3,3,Sometimes,no,1.796267,no,1.728332,0.897924,Obesity_Type_III
196,0,20.976842,1.71073,131.408528,yes,3,3,Sometimes,no,1.728139,no,1.676269,0.906247,Obesity_Type_III
197,0,21.982942,1.748584,133.742943,yes,3,3,Sometimes,no,2.00513,no,1.34139,0.59927,Obesity_Type_III
198,0,22.524036,1.752206,133.689352,yes,3,3,Sometimes,no,2.054193,no,1.414209,0.646288,Obesity_Type_III
199,0,24.361936,1.73945,133.346641,yes,3,2,Sometimes,no,2.852339,no,1.139107,0.586035,Obesity_Type_III
